game_id,game_date,attendance,game_time
29600818,19970228000000,21253.0,207
29600816,19970228000000,14128.0,236
29600809,19970228000000,18624.0,218
29600812,19970228000000,15200.0,226
29600810,19970228000000,14781.0,213
29600820,19970301000000,18756.0,216
29600821,19970301000000,19157.0,214
29600823,19970301000000,16285.0,200
29600822,19970301000000,16987.0,205
29600826,19970302000000,15200.0,217
29600824,19970302000000,19763.0,223
29600831,19970302000000,7802.0,225
29600832,19970302000000,21317.0,207
29600833,19970302000000,16415.0,206
29600830,19970302000000,14832.0,230
29600829,19970302000000,19006.0,212
29600825,19970302000000,17248.0,223
29600827,19970302000000,21454.0,207
29600828,19970302000000,16711.0,216
29600836,19970303000000,16334.0,214
29600835,19970303000000,23894.0,203
29600837,19970303000000,17317.0,204
29600834,19970303000000,15385.0,205
29600847,19970304000000,17072.0,206
29600846,19970304000000,21120.0,213
29600838,19970304000000,19763.0,216
29600842,19970304000000,21454.0,160
29600841,19970304000000,15404.0,204
29600845,19970304000000,10893.0,219
29600839,19970304000000,13063.0,218
29600840,19970304000000,24042.0,157
29600843,19970304000000,14288.0,226
29600844,19970304000000,15809.0,211
29600850,19970305000000,23841.0,158
29600848,19970305000000,18319.0,227
29600854,19970305000000,17105.0,215
29600855,19970305000000,17317.0,204
29600853,19970305000000,19023.0,214
29600852,19970305000000,19911.0,157
29600851,19970305000000,17003.0,158
29600856,19970306000000,13802.0,204
29600859,19970306000000,14916.0,204
29600858,19970306000000,24042.0,225
29600860,19970306000000,16673.0,208
29600865,19970307000000,23902.0,213
29600871,19970307000000,21243.0,203
29600870,19970307000000,17027.0,208
29600869,19970307000000,17505.0,202
29600866,19970307000000,18522.0,209
29600861,19970307000000,18624.0,214
29600868,19970307000000,19023.0,212
29600864,19970307000000,16178.0,209
29600872,19970307000000,17072.0,208
29600862,19970307000000,18756.0,247
29600863,19970307000000,14906.0,203
29600867,19970307000000,19911.0,212
29600874,19970308000000,16621.0,213
29600873,19970308000000,17906.0,208
29600880,19970309000000,19186.0,213
29600883,19970309000000,19023.0,207
29600877,19970309000000,19763.0,249
29600885,19970309000000,16242.0,218
29600881,19970309000000,19006.0,214
29600879,19970309000000,24042.0,208
29600884,19970309000000,17103.0,220
29600886,19970309000000,21538.0,217
29600882,19970309000000,18502.0,214
29600878,19970309000000,18756.0,221
29600887,19970310000000,6260.0,220
29600899,19970311000000,17072.0,201
29600896,19970311000000,19023.0,211
29600894,19970311000000,27855.0,157
29600891,19970311000000,14989.0,200
29600897,19970311000000,17317.0,216
29600889,19970311000000,24042.0,210
29600893,19970311000000,15792.0,222
29600895,19970311000000,10211.0,158
29600890,19970311000000,14475.0,215
29600898,19970311000000,21340.0,207
29600901,19970312000000,21061.0,213
29600903,19970312000000,14824.0,207
29600904,19970312000000,16285.0,213
29600900,19970312000000,13150.0,212
29600905,19970312000000,17009.0,217
29600902,19970312000000,11007.0,155
29600908,19970313000000,13813.0,156
29600906,19970313000000,17979.0,158
29600911,19970313000000,17317.0,160
29600910,19970313000000,13608.0,232
29600909,19970313000000,7018.0,156
29600907,19970313000000,15581.0,220
29600921,19970314000000,21361.0,214
29600919,19970314000000,16618.0,202
29600912,19970314000000,20049.0,214
29600920,19970314000000,17505.0,219
29600914,19970314000000,17248.0,200
29600916,19970314000000,16378.0,210
29600918,19970314000000,16652.0,213
29600913,19970314000000,18731.0,204
29600917,19970314000000,16618.0,219
29600923,19970315000000,18756.0,210
29600927,19970315000000,15058.0,208
29600926,19970315000000,19023.0,201
29600924,19970315000000,23984.0,157
29600935,19970316000000,16839.0,245
29600929,19970316000000,17248.0,208
29600931,19970316000000,21454.0,212
29600934,19970316000000,8359.0,211
29600932,19970316000000,16927.0,225
29600939,19970317000000,15708.0,226
29600943,19970317000000,17029.0,211
29600942,19970317000000,13817.0,205
29600948,19970318000000,23989.0,236
29600949,19970318000000,15142.0,219
29600946,19970318000000,15219.0,214
29600951,19970318000000,21029.0,214
