person_id,player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
76253,BillBridges,1961,3,9,32,Draft,1610612764,Chicago,Packers,CHP,Kansas,CollegeUniversity,1
76182,GeorgeBlaney,1961,4,1,33,Draft,1610612752,NewYork,Knicks,NYK,HolyCross,CollegeUniversity,1
80231,LoweryKirk,1961,4,2,34,Draft,1610612758,Cincinnati,Royals,CIN,Memphis,CollegeUniversity,0
80213,GeorgeFinley,1961,4,3,35,Draft,1610612765,Detroit,Pistons,DET,TennesseeState,CollegeUniversity,0
80223,CharlesHenke,1961,4,4,36,Draft,1610612747,LosAngeles,Lakers,LAL,Missouri,CollegeUniversity,0
80245,HankWhitney,1961,4,5,37,Draft,1610612755,Syracuse,Nationals,SYR,IowaState,CollegeUniversity,0
80210,JohnTidwell,1961,4,6,38,Draft,1610612744,Philadelphia,Warriors,PHW,Michigan,CollegeUniversity,0
80251,GusGuydon,1961,4,7,39,Draft,1610612737,StLouis,Hawks,STL,Drake,CollegeUniversity,0
80182,CarlCole,1961,4,8,40,Draft,1610612738,Boston,Celtics,BOS,EasternKentucky,CollegeUniversity,0
80260,RogerKaiser,1961,4,9,41,Draft,1610612764,Chicago,Packers,CHP,GeorgiaTech,CollegeUniversity,0
78209,BillSmith,1961,5,1,42,Draft,1610612752,NewYork,Knicks,NYK,StPeters,CollegeUniversity,1
80230,RossieJohnson,1961,5,2,43,Draft,1610612758,Cincinnati,Royals,CIN,TennesseeState,CollegeUniversity,0
76595,DannyDoyle,1961,5,3,44,Draft,1610612765,Detroit,Pistons,DET,BelmontAbbey,CollegeUniversity,1
80225,BillLickert,1961,5,4,45,Draft,1610612747,LosAngeles,Lakers,LAL,Kentucky,CollegeUniversity,0
80239,DonJacobson,1961,5,5,46,Draft,1610612755,Syracuse,Nationals,SYR,SouthDakotaState,CollegeUniversity,0
80208,BruceSpraggins,1961,5,6,47,Draft,1610612744,Philadelphia,Warriors,PHW,VirginiaUnion,CollegeUniversity,0
80246,JohnBerberich,1961,5,7,48,Draft,1610612737,StLouis,Hawks,STL,CaliforniaLosAngeles,CollegeUniversity,0
80194,BobDiStefano,1961,5,8,49,Draft,1610612738,Boston,Celtics,BOS,NorthCarolinaState,CollegeUniversity,0
76340,HowieCarl,1961,5,9,50,Draft,1610612764,Chicago,Packers,CHP,DePaul,CollegeUniversity,1
76295,ClevelandBuckner,1961,6,1,51,Draft,1610612752,NewYork,Knicks,NYK,JacksonState,CollegeUniversity,1
80235,BobSlobodnik,1961,6,2,52,Draft,1610612758,Cincinnati,Royals,CIN,Duquesne,CollegeUniversity,0
80216,LeePatrone,1961,6,3,53,Draft,1610612765,Detroit,Pistons,DET,WestVirginia,CollegeUniversity,0
80226,BillMcClintock,1961,6,4,54,Draft,1610612747,LosAngeles,Lakers,LAL,California,CollegeUniversity,0
80241,BillyJoePrice,1961,6,5,55,Draft,1610612755,Syracuse,Nationals,SYR,NewMexicoState,CollegeUniversity,0
80206,DickGoldberg,1961,6,6,56,Draft,1610612744,Philadelphia,Warriors,PHW,SouthernMississippi,CollegeUniversity,0
80253,BobMcDonald,1961,6,7,57,Draft,1610612737,StLouis,Hawks,STL,Maryland,CollegeUniversity,0
80196,NedTwyman,1961,6,8,58,Draft,1610612738,Boston,Celtics,BOS,Duquesne,CollegeUniversity,0
80262,DaveVoss,1961,6,9,59,Draft,1610612764,Chicago,Packers,CHP,Tulsa,CollegeUniversity,0
76318,DonnieButcher,1961,7,1,60,Draft,1610612752,NewYork,Knicks,NYK,Pikeville,CollegeUniversity,1
78640,DaveZeller,1961,7,2,61,Draft,1610612758,Cincinnati,Royals,CIN,MiamiFL,CollegeUniversity,1
80217,BurtPrice,1961,7,3,62,Draft,1610612765,Detroit,Pistons,DET,Wittenberg,CollegeUniversity,0
80219,AlbertAlamanza,1961,7,4,63,Draft,1610612747,LosAngeles,Lakers,LAL,Texas,CollegeUniversity,0
80124,RogerNewman,1961,7,5,64,Draft,1610612755,Syracuse,Nationals,SYR,Kentucky,CollegeUniversity,0
80137,CharlesMcNeil,1961,7,6,65,Draft,1610612744,Philadelphia,Warriors,PHW,Maryland,CollegeUniversity,0
80254,CharlesRiley,1961,7,7,66,Draft,1610612737,StLouis,Hawks,STL,WinstonSalemState,CollegeUniversity,0
80195,MelKlein,1961,7,8,67,Draft,1610612738,Boston,Celtics,BOS,NorthernState,CollegeUniversity,0
80259,RonHeller,1961,7,9,68,Draft,1610612764,Chicago,Packers,CHP,WichitaState,CollegeUniversity,0
80203,CedrickPrice,1961,8,1,69,Draft,1610612752,NewYork,Knicks,NYK,KansasState,CollegeUniversity,0
80236,JerryThelen,1961,8,2,70,Draft,1610612758,Cincinnati,Royals,CIN,ThomasMore,CollegeUniversity,0
80218,WalterWard,1961,8,3,71,Draft,1610612765,Detroit,Pistons,DET,Hampton,CollegeUniversity,0
80222,BillEllis,1961,8,4,72,Draft,1610612747,LosAngeles,Lakers,LAL,CaliforniaLosAngeles,CollegeUniversity,0
80240,DaveMills,1961,8,5,73,Draft,1610612755,Syracuse,Nationals,SYR,Seattle,CollegeUniversity,0
80209,LarrySwift,1961,8,6,74,Draft,1610612744,Philadelphia,Warriors,PHW,TrumanState,CollegeUniversity,0
80256,GeneVelloff,1961,8,7,75,Draft,1610612737,StLouis,Hawks,STL,Doane,CollegeUniversity,0
80263,JohnWessels,1961,8,8,76,Draft,1610612764,Chicago,Packers,CHP,Illinois,CollegeUniversity,0
80197,CharlesBowman,1961,9,1,77,Draft,1610612752,NewYork,Knicks,NYK,Wabash,CollegeUniversity,0
80232,LarryKrueger,1961,9,2,78,Draft,1610612758,Cincinnati,Royals,CIN,Ohio,CollegeUniversity,0
80212,PeterBaltic,1961,9,3,79,Draft,1610612765,Detroit,Pistons,DET,PennState,CollegeUniversity,0
80220,CarlAnderson,1961,9,4,80,Draft,1610612747,LosAngeles,Lakers,LAL,OregonState,CollegeUniversity,0
80244,RexTippitt,1961,9,5,81,Draft,1610612755,Syracuse,Nationals,SYR,Grambling,CollegeUniversity,0
80250,HerbertGray,1961,9,6,82,Draft,1610612737,StLouis,Hawks,STL,NorthCarolinaAT,CollegeUniversity,0
80261,SteveStrange,1961,9,7,83,Draft,1610612764,Chicago,Packers,CHP,SouthernMethodist,CollegeUniversity,0
80198,RonDebillous,1961,10,1,84,Draft,1610612752,NewYork,Knicks,NYK,Milwaukee,CollegeUniversity,0
80237,JackWaters,1961,10,2,85,Draft,1610612758,Cincinnati,Royals,CIN,Mississippi,CollegeUniversity,0
80215,WayneMonson,1961,10,3,86,Draft,1610612765,Detroit,Pistons,DET,NorthernMichigan,CollegeUniversity,0
80228,RobertWilliams,1961,10,4,87,Draft,1610612747,LosAngeles,Lakers,LAL,AllanHancockCollege,CollegeUniversity,0
80238,PeteChudy,1961,10,5,88,Draft,1610612755,Syracuse,Nationals,SYR,Syracuse,CollegeUniversity,0
80207,LeoHill,1961,10,6,89,Draft,1610612744,Philadelphia,Warriors,PHW,CaliforniaLosAngeles,CollegeUniversity,0
80249,TomFaszholz,1961,10,7,90,Draft,1610612737,StLouis,Hawks,STL,ConcordiaMO,CollegeUniversity,0
76427,LarryComley,1961,10,8,91,Draft,1610612764,Chicago,Packers,CHP,KansasState,CollegeUniversity,1
77411,KevinLoughery,1961,11,1,92,Draft,1610612752,NewYork,Knicks,NYK,StJohnsNY,CollegeUniversity,1
80234,CarlShort,1961,11,2,93,Draft,1610612758,Cincinnati,Royals,CIN,Newberry,CollegeUniversity,0
80214,RichardKraft,1961,11,3,94,Draft,1610612765,Detroit,Pistons,DET,SUNYBrockport,CollegeUniversity,0
80224,HowardHunt,1961,11,4,95,Draft,1610612747,LosAngeles,Lakers,LAL,Duke,CollegeUniversity,0
80242,DickSammons,1961,11,5,96,Draft,1610612755,Syracuse,Nationals,SYR,LeMoyne,CollegeUniversity,0
80211,CorkyWhitrow,1961,11,6,97,Draft,1610612744,Philadelphia,Warriors,PHW,GeorgetownKY,CollegeUniversity,0
80252,DickKepley,1961,11,7,98,Draft,1610612737,StLouis,Hawks,STL,NorthCarolina,CollegeUniversity,0
80204,EarlShultz,1961,12,1,99,Draft,1610612752,NewYork,Knicks,NYK,California,CollegeUniversity,0
77811,GeorgePatterson,1961,12,2,100,Draft,1610612758,Cincinnati,Royals,CIN,Toledo,CollegeUniversity,1
80248,JackieCrawford,1961,12,3,101,Draft,1610612737,StLouis,Hawks,STL,CentenaryLA,CollegeUniversity,0
80201,NedJennings,1961,13,1,102,Draft,1610612752,NewYork,Knicks,NYK,Kentucky,CollegeUniversity,0
80233,ClairMcRoberts,1961,13,2,103,Draft,1610612758,Cincinnati,Royals,CIN,Monmouth,CollegeUniversity,0
80255,HowardStacy,1961,13,3,104,Draft,1610612737,StLouis,Hawks,STL,Louisville,CollegeUniversity,0
80199,BillEngressor,1961,14,1,105,Draft,1610612752,NewYork,Knicks,NYK,LouisianaState,CollegeUniversity,0
80229,CarlBouldin,1961,14,2,106,Draft,1610612758,Cincinnati,Royals,CIN,Cincinnati,CollegeUniversity,0
80202,VinceKempton,1961,15,1,107,Draft,1610612752,NewYork,Knicks,NYK,SaintJosephs,CollegeUniversity,0
77531,BillMcGill,1962,1,1,1,Draft,1610612764,Chicago,Zephyrs,CHZ,Utah,CollegeUniversity,1
77038,PaulHogue,1962,1,2,2,Draft,1610612752,NewYork,Knicks,NYK,Cincinnati,CollegeUniversity,1
76133,ZelmoBeaty,1962,1,3,3,Draft,1610612737,StLouis,Hawks,STL,PrairieViewAM,CollegeUniversity,1
76382,LenChappell,1962,1,4,4,Draft,1610612755,Syracuse,Nationals,SYR,WakeForest,CollegeUniversity,1
77023,WayneHightower,1962,1,5,5,Draft,1610612744,SanFrancisco,Warriors,SFW,Kansas,CollegeUniversity,1
76663,LeroyEllis,1962,1,6,6,Draft,1610612747,LosAngeles,Lakers,LAL,StJohnsNY,CollegeUniversity,1
76970,JohnHavlicek,1962,1,7,7,Draft,1610612738,Boston,Celtics,BOS,OhioState,CollegeUniversity,1
76577,TerryDischinger,1962,2,1,8,Draft,1610612764,Chicago,Zephyrs,CHZ,Purdue,CollegeUniversity,1
78037,JohnRudometkin,1962,2,2,9,Draft,1610612752,NewYork,Knicks,NYK,SouthernCalifornia,CollegeUniversity,1
76610,BobDuffy,1962,2,3,10,Draft,1610612737,StLouis,Hawks,STL,Colgate,CollegeUniversity,1
77411,KevinLoughery,1962,2,4,11,Draft,1610612765,Detroit,Pistons,DET,StJohnsNY,CollegeUniversity,1
78435,ChetWalker,1962,2,5,12,Draft,1610612755,Syracuse,Nationals,SYR,Bradley,CollegeUniversity,1
77765,EnochOlsen,1962,2,6,13,Draft,1610612758,Cincinnati,Royals,CIN,Louisville,CollegeUniversity,1
78509,HubieWhite,1962,2,7,14,Draft,1610612744,SanFrancisco,Warriors,SFW,Villanova,CollegeUniversity,1
78526,GeneWiley,1962,2,8,15,Draft,1610612747,LosAngeles,Lakers,LAL,WichitaState,CollegeUniversity,1
76729,JackFoley,1962,2,9,16,Draft,1610612738,Boston,Celtics,BOS,HolyCross,CollegeUniversity,1
77700,DonNelson,1962,3,1,17,Draft,1610612764,Chicago,Zephyrs,CHZ,Iowa,CollegeUniversity,1
80275,BobbyRascoe,1962,3,2,18,Draft,1610612752,NewYork,Knicks,NYK,WesternKentucky,CollegeUniversity,0
76946,CharlieHardnett,1962,3,3,19,Draft,1610612737,StLouis,Hawks,STL,Grambling,CollegeUniversity,1
80288,HaroldHudgens,1962,3,4,20,Draft,1610612765,Detroit,Pistons,DET,TexasTech,CollegeUniversity,0
77583,PorterMeriwether,1962,3,5,21,Draft,1610612755,Syracuse,Nationals,SYR,TennesseeState,CollegeUniversity,1
80300,ChrisAppel,1962,3,6,22,Draft,1610612758,Cincinnati,Royals,CIN,SouthernCalifornia,CollegeUniversity,0
76697,DaveFedor,1962,3,7,23,Draft,1610612744,SanFrancisco,Warriors,SFW,FloridaState,CollegeUniversity,1
80295,JohnGreen,1962,3,8,24,Draft,1610612747,LosAngeles,Lakers,LAL,CaliforniaLosAngeles,CollegeUniversity,0
80268,JimHadnot,1962,3,9,25,Draft,1610612738,Boston,Celtics,BOS,Providence,CollegeUniversity,0
78409,CharlesVaughn,1962,4,1,26,Draft,1610612737,StLouis,Hawks,STL,SouthernIllinois,CollegeUniversity,1
80273,CliffLuyk,1962,4,2,27,Draft,1610612752,NewYork,Knicks,NYK,Florida,CollegeUniversity,0
76896,JerryGrote,1962,4,3,28,Draft,1610612737,StLouis,Hawks,STL,LoyolaMarymount,CollegeUniversity,1
76945,ReggieHarding,1962,4,4,29,Draft,1610612765,Detroit,Pistons,DET,Eastern,HighSchool,1
80310,BobMcCully,1962,4,5,30,Draft,1610612755,Syracuse,Nationals,SYR,StBonaventure,CollegeUniversity,0
80307,JackThobe,1962,4,6,31,Draft,1610612758,Cincinnati,Royals,CIN,Xavier,CollegeUniversity,0
80284,GarryRoggenburk,1962,4,7,32,Draft,1610612744,SanFrancisco,Warriors,SFW,Dayton,CollegeUniversity,0
80297,JanLoudermilk,1962,4,8,33,Draft,1610612747,LosAngeles,Lakers,LAL,SouthernMethodist,CollegeUniversity,0
78270,RogerStrickland,1962,4,9,34,Draft,1610612738,Boston,Celtics,BOS,Jacksonville,CollegeUniversity,1
80327,CornellGreen,1962,5,1,35,Draft,1610612764,Chicago,Zephyrs,CHZ,UtahState,CollegeUniversity,0
80271,BobBurgess,1962,5,2,36,Draft,1610612752,NewYork,Knicks,NYK,Marshall,CollegeUniversity,0
80318,TomHatton,1962,5,3,37,Draft,1610612737,StLouis,Hawks,STL,Dayton,CollegeUniversity,0
80289,LindberghMoody,1962,5,4,38,Draft,1610612765,Detroit,Pistons,DET,SouthCarolina,CollegeUniversity,0
78591,JohnWindsor,1962,5,5,39,Draft,1610612755,Syracuse,Nationals,SYR,Stanford,CollegeUniversity,1
80308,MikeWroblewski,1962,5,6,40,Draft,1610612758,Cincinnati,Royals,CIN,KansasState,CollegeUniversity,0
80280,JackJackson,1962,5,7,41,Draft,1610612744,SanFrancisco,Warriors,SFW,VirginiaUnion,CollegeUniversity,0
80299,ArtWhisnant,1962,5,8,42,Draft,1610612747,LosAngeles,Lakers,LAL,SouthCarolina,CollegeUniversity,0
80267,GaryDaniels,1962,5,9,43,Draft,1610612738,Boston,Celtics,BOS,Citadel,CollegeUniversity,0
80328,BillHanson,1962,6,1,44,Draft,1610612764,Chicago,Zephyrs,CHZ,Washington,CollegeUniversity,0
80277,KenStanley,1962,6,2,45,Draft,1610612752,NewYork,Knicks,NYK,Pacific,CollegeUniversity,0
76363,JayCarty,1962,6,3,46,Draft,1610612737,StLouis,Hawks,STL,OregonState,CollegeUniversity,1
80292,EdNoe,1962,6,4,47,Draft,1610612765,Detroit,Pistons,DET,MoreheadState,CollegeUniversity,0
80312,LarryVanEman,1962,6,5,48,Draft,1610612755,Syracuse,Nationals,SYR,WichitaState,CollegeUniversity,0
80303,JerryFoster,1962,6,6,49,Draft,1610612758,Cincinnati,Royals,CIN,Drake,CollegeUniversity,0
80279,JimHudock,1962,6,7,50,Draft,1610612744,SanFrancisco,Warriors,SFW,NorthCarolina,CollegeUniversity,0
80296,BuckyKeller,1962,6,8,51,Draft,1610612747,LosAngeles,Lakers,LAL,VirginiaTech,CollegeUniversity,0
80269,JimHooley,1962,6,9,52,Draft,1610612738,Boston,Celtics,BOS,BostonCollege,CollegeUniversity,0
80324,JackArdon,1962,7,1,53,Draft,1610612764,Chicago,Zephyrs,CHZ,Tulane,CollegeUniversity,0
80278,RichieSwartz,1962,7,2,54,Draft,1610612752,NewYork,Knicks,NYK,Hofstra,CollegeUniversity,0
80319,BobMcAteer,1962,7,3,55,Draft,1610612737,StLouis,Hawks,STL,LaSalle,CollegeUniversity,0
80287,JohnBradley,1962,7,4,56,Draft,1610612765,Detroit,Pistons,DET,Lawrence,CollegeUniversity,0
80311,BobSharpenter,1962,7,5,57,Draft,1610612755,Syracuse,Nationals,SYR,Georgetown,CollegeUniversity,0
80302,GaryCunningham,1962,7,6,58,Draft,1610612758,Cincinnati,Royals,CIN,CaliforniaLosAngeles,CollegeUniversity,0
77630,HowieMontgomery,1962,7,7,59,Draft,1610612744,SanFrancisco,Warriors,SFW,TexasPanAmerican,CollegeUniversity,1
80264,ClydeArnold,1962,7,8,60,Draft,1610612738,Boston,Celtics,BOS,Duquesne,CollegeUniversity,0
80333,LarryPursiful,1962,8,1,61,Draft,1610612764,Chicago,Zephyrs,CHZ,Kentucky,CollegeUniversity,0
80272,WarrenFouts,1962,8,2,62,Draft,1610612752,NewYork,Knicks,NYK,Oklahoma,CollegeUniversity,0
80313,TerryBall,1962,8,3,63,Draft,1610612737,StLouis,Hawks,STL,WashingtonState,CollegeUniversity,0
80293,MikeRice,1962,8,4,64,Draft,1610612765,Detroit,Pistons,DET,Duquesne,CollegeUniversity,0
76950,JerryHarkness,1962,8,5,65,Draft,1610612755,Syracuse,Nationals,SYR,LoyolaChicago,CollegeUniversity,1
80301,EdBento,1962,8,6,66,Draft,1610612758,Cincinnati,Royals,CIN,LoyolaMarymount,CollegeUniversity,0
80282,BillKirvin,1962,8,7,67,Draft,1610612744,SanFrancisco,Warriors,SFW,Xavier,CollegeUniversity,0
80294,BillGarner,1962,8,8,68,Draft,1610612747,LosAngeles,Lakers,LAL,Portland,CollegeUniversity,0
80265,ChuckChevalier,1962,8,9,69,Draft,1610612738,Boston,Celtics,BOS,BostonCollege,CollegeUniversity,0
80325,CarrollBroussard,1962,9,1,70,Draft,1610612764,Chicago,Zephyrs,CHZ,TexasAM,CollegeUniversity,0
80270,PaulBenec,1962,9,2,71,Draft,1610612752,NewYork,Knicks,NYK,Duquesne,CollegeUniversity,0
80323,MarvinTrotman,1962,9,3,72,Draft,1610612737,StLouis,Hawks,STL,ElizabethCityState,CollegeUniversity,0
80291,BillNelson,1962,9,4,73,Draft,1610612765,Detroit,Pistons,DET,Hamline,CollegeUniversity,0
80309,VinceBrewer,1962,9,5,74,Draft,1610612755,Syracuse,Nationals,SYR,IowaState,CollegeUniversity,0
80304,ChrisJones,1962,9,6,75,Draft,1610612758,Cincinnati,Royals,CIN,CarsonNewman,CollegeUniversity,0
80281,TomKiefer,1962,9,7,76,Draft,1610612744,SanFrancisco,Warriors,SFW,SaintLouis,CollegeUniversity,0
80298,BillMatson,1962,9,8,77,Draft,1610612747,LosAngeles,Lakers,LAL,Minnesota,CollegeUniversity,0
80266,MikeCingiser,1962,9,9,78,Draft,1610612738,Boston,Celtics,BOS,Brown,CollegeUniversity,0
80326,PeteCampbell,1962,10,1,79,Draft,1610612764,Chicago,Zephyrs,CHZ,Princeton,CollegeUniversity,0
80276,RalphRichardson,1962,10,2,80,Draft,1610612752,NewYork,Knicks,NYK,EasternKentucky,CollegeUniversity,0
80322,CharlieSells,1962,10,3,81,Draft,1610612737,StLouis,Hawks,STL,WashingtonState,CollegeUniversity,0
80290,GlennMoore,1962,10,4,82,Draft,1610612765,Detroit,Pistons,DET,Oregon,CollegeUniversity,0
80305,GeorgeKnighton,1962,10,5,83,Draft,1610612758,Cincinnati,Royals,CIN,NewMexicoState,CollegeUniversity,0
80283,KenMcComb,1962,10,6,84,Draft,1610612744,SanFrancisco,Warriors,SFW,NorthCarolina,CollegeUniversity,0
78170,JeffSlade,1962,11,1,85,Draft,1610612764,Chicago,Zephyrs,CHZ,Kenyon,CollegeUniversity,1
80274,EdMazria,1962,11,2,86,Draft,1610612752,NewYork,Knicks,NYK,Pratt,CollegeUniversity,0
80316,TomChappelle,1962,11,3,87,Draft,1610612737,StLouis,Hawks,STL,Maine,CollegeUniversity,0
80306,FrankPinchback,1962,11,4,88,Draft,1610612758,Cincinnati,Royals,CIN,Xavier,CollegeUniversity,0
80285,DonnieWalsh,1962,11,5,89,Draft,1610612744,SanFrancisco,Warriors,SFW,NorthCarolina,CollegeUniversity,0
77737,MelNowell,1962,12,1,90,Draft,1610612764,Chicago,Zephyrs,CHZ,OhioState,CollegeUniversity,1
80315,JohnCaveny,1962,12,2,91,Draft,1610612737,StLouis,Hawks,STL,LeMoyne,CollegeUniversity,0
80286,CharlesWarren,1962,12,3,92,Draft,1610612744,SanFrancisco,Warriors,SFW,Oregon,CollegeUniversity,0
80329,TomKennedy,1962,13,1,93,Draft,1610612764,Chicago,Zephyrs,CHZ,Lewis,CollegeUniversity,0
80314,JerryCarlton,1962,13,2,94,Draft,1610612737,StLouis,Hawks,STL,Arkansas,CollegeUniversity,0
80330,BobMahland,1962,14,1,95,Draft,1610612764,Chicago,Zephyrs,CHZ,Williams,CollegeUniversity,0
80317,WilkyGilmore,1962,14,2,96,Draft,1610612737,StLouis,Hawks,STL,Colorado,CollegeUniversity,0
80332,PatMcKenzie,1962,15,1,97,Draft,1610612764,Chicago,Zephyrs,CHZ,KansasState,CollegeUniversity,0
80320,DaveRicerto,1962,15,2,98,Draft,1610612737,StLouis,Hawks,STL,RhodeIsland,CollegeUniversity,0
80331,NormanMajors,1962,16,1,99,Draft,1610612764,Chicago,Zephyrs,CHZ,Rockhurst,CollegeUniversity,0
80321,WallyRoundsville,1962,16,2,100,Draft,1610612737,StLouis,Hawks,STL,Caltech,CollegeUniversity,0
76545,DaveDeBusschere,1962,0,0,0,Territorial,1610612765,Detroit,Pistons,DET,DetroitMercy,CollegeUniversity,1
77418,JerryLucas,1962,0,0,0,Territorial,1610612758,Cincinnati,Royals,CIN,OhioState,CollegeUniversity,1
77015,ArtHeyman,1963,1,1,1,Draft,1610612752,NewYork,Knicks,NYK,Duke,CollegeUniversity,1
78335,RodThorn,1963,1,2,2,Draft,1610612764,Baltimore,Bullets,BLT,WestVirginia,CollegeUniversity,1
600001,NateThurmond,1963,1,3,3,Draft,1610612744,SanFrancisco,Warriors,SFW,BowlingGreen,CollegeUniversity,1
77596,EddieMiles,1963,1,4,4,Draft,1610612765,Detroit,Pistons,DET,Seattle,CollegeUniversity,1
78455,GerryWard,1963,1,5,5,Draft,1610612737,StLouis,Hawks,STL,BostonCollege,CollegeUniversity,1
77051,TomHoover,1963,1,6,6,Draft,1610612755,Philadelphia,76ers,PHL,Villanova,CollegeUniversity,1
78270,RogerStrickland,1963,1,7,7,Draft,1610612747,LosAngeles,Lakers,LAL,Jacksonville,CollegeUniversity,1
80335,BillGreen,1963,1,8,8,Draft,1610612738,Boston,Celtics,BOS,ColoradoState,CollegeUniversity,0
76950,JerryHarkness,1963,2,1,9,Draft,1610612752,NewYork,Knicks,NYK,LoyolaChicago,CollegeUniversity,1
77150,GusJohnson,1963,2,2,10,Draft,1610612764,Baltimore,Bullets,BLT,Idaho,CollegeUniversity,1
77026,GaryHill,1963,2,3,11,Draft,1610612744,SanFrancisco,Warriors,SFW,OklahomaCity,CollegeUniversity,1
80365,JerrySmith,1963,2,4,12,Draft,1610612765,Detroit,Pistons,DET,Furman,CollegeUniversity,0
77270,JimKing,1963,2,5,13,Draft,1610612747,LosAngeles,Lakers,LAL,Tulsa,CollegeUniversity,1
80384,LelandMitchell,1963,2,6,14,Draft,1610612737,StLouis,Hawks,STL,MississippiState,CollegeUniversity,0
80378,HershellWest,1963,2,7,15,Draft,1610612755,Philadelphia,76ers,PHL,Grambling,CollegeUniversity,0
76809,MelGibson,1963,2,8,16,Draft,1610612747,LosAngeles,Lakers,LAL,WesternCarolina,CollegeUniversity,1
80387,KenSaylors,1963,2,9,17,Draft,1610612737,StLouis,Hawks,STL,ArkansasTech,CollegeUniversity,0
80346,BillOConnor,1963,3,1,18,Draft,1610612752,NewYork,Knicks,NYK,Canisius,CollegeUniversity,0
80391,TomBolyard,1963,3,2,19,Draft,1610612764,Baltimore,Bullets,BLT,Indiana,CollegeUniversity,0
80355,SteveGray,1963,3,3,20,Draft,1610612744,SanFrancisco,Warriors,SFW,StMarysCA,CollegeUniversity,0
80362,MikeMcCoy,1963,3,4,21,Draft,1610612765,Detroit,Pistons,DET,MiamiFL,CollegeUniversity,0
80374,JimmyRayl,1963,3,5,22,Draft,1610612758,Cincinnati,Royals,CIN,Indiana,CollegeUniversity,0
80380,BillBurwell,1963,3,6,23,Draft,1610612737,StLouis,Hawks,STL,Illinois,CollegeUniversity,0
76880,JerryGreenspan,1963,3,7,24,Draft,1610612755,Philadelphia,76ers,PHL,Maryland,CollegeUniversity,1
80366,LyleHarger,1963,3,8,25,Draft,1610612747,LosAngeles,Lakers,LAL,Houston,CollegeUniversity,0
80336,ChuckKriston,1963,3,9,26,Draft,1610612738,Boston,Celtics,BOS,Valparaiso,CollegeUniversity,0
80341,NateCloud,1963,4,1,27,Draft,1610612752,NewYork,Knicks,NYK,Delaware,CollegeUniversity,0
80393,NolenEllison,1963,4,2,28,Draft,1610612764,Baltimore,Bullets,BLT,Kansas,CollegeUniversity,0
80354,DaveDowney,1963,4,3,29,Draft,1610612744,SanFrancisco,Warriors,SFW,Illinois,CollegeUniversity,0
80360,DaveErickson,1963,4,4,30,Draft,1610612765,Detroit,Pistons,DET,Marquette,CollegeUniversity,0
80371,KenCharlton,1963,4,5,31,Draft,1610612758,Cincinnati,Royals,CIN,Colorado,CollegeUniversity,0
80379,WaiteBellamy,1963,4,6,32,Draft,1610612737,StLouis,Hawks,STL,FloridaAM,CollegeUniversity,0
80377,RayFlynn,1963,4,7,33,Draft,1610612755,Philadelphia,76ers,PHL,Providence,CollegeUniversity,0
80367,LaytonJohns,1963,4,8,34,Draft,1610612747,LosAngeles,Lakers,LAL,Auburn,CollegeUniversity,0
80338,ConnieMcGuire,1963,4,9,35,Draft,1610612738,Boston,Celtics,BOS,SoutheasternOklahomaState,CollegeUniversity,0
80345,JoeMcDermott,1963,5,1,36,Draft,1610612752,NewYork,Knicks,NYK,BelmontAbbey,CollegeUniversity,0
80394,RonGlaser,1963,5,2,37,Draft,1610612764,Baltimore,Bullets,BLT,Marquette,CollegeUniversity,0
80357,DonTurner,1963,5,3,38,Draft,1610612744,SanFrancisco,Warriors,SFW,SouthwesternKS,CollegeUniversity,0
80364,BillSmall,1963,5,4,39,Draft,1610612765,Detroit,Pistons,DET,Illinois,CollegeUniversity,0
80372,MacHerndon,1963,5,5,40,Draft,1610612758,Cincinnati,Royals,CIN,Bradley,CollegeUniversity,0
80390,TonyYates,1963,5,6,41,Draft,1610612737,StLouis,Hawks,STL,Cincinnati,CollegeUniversity,0
80376,TonyCerkvenik,1963,5,7,42,Draft,1610612755,Philadelphia,76ers,PHL,ArizonaState,CollegeUniversity,0
77200,LarryJones,1963,5,8,43,Draft,1610612747,LosAngeles,Lakers,LAL,Toledo,CollegeUniversity,1
80339,WDStroud,1963,5,9,44,Draft,1610612738,Boston,Celtics,BOS,MississippiState,CollegeUniversity,0
80344,JimKerwin,1963,6,1,45,Draft,1610612752,NewYork,Knicks,NYK,Tulane,CollegeUniversity,0
80397,KenSiebel,1963,6,2,46,Draft,1610612764,Baltimore,Bullets,BLT,Wisconsin,CollegeUniversity,0
80356,GeneShields,1963,6,3,47,Draft,1610612744,SanFrancisco,Warriors,SFW,SantaClara,CollegeUniversity,0
76945,ReggieHarding,1963,6,4,48,Draft,1610612765,Detroit,Pistons,DET,Eastern,HighSchool,1
80373,JimMcCormack,1963,6,5,49,Draft,1610612758,Cincinnati,Royals,CIN,WestVirginia,CollegeUniversity,0
80386,AlSantio,1963,6,6,50,Draft,1610612737,StLouis,Hawks,STL,Maryland,CollegeUniversity,0
80309,VinceBrewer,1963,6,7,51,Draft,1610612755,Philadelphia,76ers,PHL,IowaState,CollegeUniversity,0
80369,WarrenSalade,1963,6,8,52,Draft,1610612747,LosAngeles,Lakers,LAL,WestminsterPA,CollegeUniversity,0
